time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
090007.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090007.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090007.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090008,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
